id,role_label,experience_years,education_level,degree,skills,certifications,projects_summary,professional_summary,source
RES-0364,Frontend Developer,11,Ph.D.,B.A. Web Design,CSS3|JavaScript|TailwindCSS|Cross-browser Compatibility|Next.js|SASS|TypeScript|Web Animations|CI/CD|GitHub|Cypress,AWS Cloud Practitioner|Meta Front-End Developer,Developed a reusable component library with 14+ components used across 8 products. // Reduced bundle size by 32% through code splitting and lazy loading.,"Creative UI engineer with 11+ years of experience crafting pixel-perfect interfaces using TailwindCSS, Next.js, SASS.",synthetic
RES-0523,Full-Stack Developer,10,Associate's,B.E. Software Engineering,React|CSS3|Redis|Express.js|JavaScript|TailwindCSS|Docker|REST API|Next.js|GraphQL|FastAPI|Node.js|Kubernetes|Nginx|WebSockets|Microservices,Meta Front-End Developer,Shipped end-to-end feature that increased user retention by 59%.,"Full-stack developer with 10 years delivering end-to-end web applications using Nginx, WebSockets, Node.js.",synthetic
RES-0708,DevOps Engineer,5,Ph.D.,B.Sc. Computer Science,GCP|Prometheus|Python|Infrastructure as Code|GitHub Actions|Bash|Ansible|Monitoring|Helm|Service Mesh|Nginx|ArgoCD|GitOps|Cost Optimisation|OpenTelemetry,AWS DevOps Engineer Professional|Google Professional DevOps Engineer,Containerised 40 legacy services with Docker and orchestrated with Kubernetes. // Reduced deployment lead time from 27 days to 2 hours by redesigning CI/CD pipeline.,"DevOps engineer with 5 years automating infrastructure and improving deployment pipelines using GCP, Cost Optimisation, GitHub Actions.",synthetic
RES-0534,Full-Stack Developer,6,Associate's,B.Tech Computer Engineering,Python|Node.js|CI/CD|Express.js|HTML5|AWS|FastAPI|React|REST API|Next.js|MongoDB|Linux|Agile|Elasticsearch|Kubernetes|Terraform|WebSockets,Meta Front-End Developer,Integrated third-party payment gateway handling 32k transactions/month.,"Full-stack engineer with 6+ years building and shipping products with FastAPI, Next.js, HTML5.",public_profile_anonymized
RES-0976,Mobile Developer,7,Bootcamp/Certification,B.E. Software Engineering,Kotlin|Swift|Xcode|Dart|Push Notifications|GraphQL|Play Store Deployment|Android Studio|Android|REST API|Java|React Native|Unit Testing|MobX|Offline Support,,Achieved 47% reduction in app cold-start time through performance profiling. // Reduced app crash rate from 6% to 1.1% through systematic debugging.,"Mobile engineer with 7 years crafting performant iOS and Android experiences with Android Studio, Push Notifications, Offline Support.",public_profile_anonymized
RES-0154,Backend Developer,12,Associate's,M.Sc. Computer Science,FastAPI|Java|Django|Azure|GraphQL|Express.js|Kubernetes|Redis|Apache Kafka|Unit Testing,Oracle Java SE,Built a real-time notification service using SQL and message queues.,"Experienced server-side developer specialising in Unit Testing, Django, Redis with 12 years of professional experience.",synthetic
RES-0046,Backend Developer,4,Associate's,B.E. Software Engineering,SQL|Message Queues|PostgreSQL|Ruby|NestJS|Kubernetes|Redis|gRPC|GCP|JWT|GitHub Actions|Linux|API Design,,"Led migration of monolith to microservices, reducing deployment time by 56%. // Designed and maintained a high-throughput REST API serving 20k requests/day. // Optimised PostgreSQL query performance, cutting average response time by 43%.","Results-driven backend developer with 4+ years designing and maintaining distributed systems in Kubernetes, Ruby, Redis.",synthetic
RES-0204,Frontend Developer,9,Bootcamp/Certification,Diploma in Web Development,HTML5|Webpack|GraphQL|TypeScript|Next.js|Redux|CSS3|TailwindCSS|Vue.js|SEO|GitHub|Chart.js|CI/CD|Web Animations|PWA,AWS Cloud Practitioner,"Rebuilt company dashboard in Redux, improving load time by 46%.","Creative UI engineer with 9+ years of experience crafting pixel-perfect interfaces using Redux, HTML5, Web Animations.",public_profile_anonymized
RES-0006,Backend Developer,9,Ph.D.,M.Sc. Computer Science,Django|MySQL|Elasticsearch|GraphQL|Ruby|MongoDB|AWS|pytest|Terraform|GitHub Actions,Oracle Java SE|AWS Certified Developer,"Led migration of monolith to microservices, reducing deployment time by 16%.","Backend engineer with 9 years of experience building scalable APIs and microservices using Django, GraphQL, MySQL.",synthetic
RES-0827,Cloud Architect,1,Master's,M.Sc. Computer Science,Lambda|VPC|High Availability|Cloud Security|Multi-cloud Strategy|Vault|Bash,TOGAF 9|AWS Solutions Architect Professional,"Established cloud governance framework adopted across 22 business units. // Led cloud migration of 27-service estate to AWS, cutting TCO by 53%. // Architected serverless data pipeline processing 25M events/day.","Solutions architect with 1 years architecting multi-cloud environments with Multi-cloud Strategy, Cloud Security, Bash.",synthetic
RES-0636,Data Scientist,10,Ph.D.,M.Sc. Statistics,A/B Testing|TensorFlow|SQL|Matplotlib|Machine Learning|Statistics|Python|Tableau|GCP Vertex AI|Hadoop,IBM Data Science Professional,Automated ETL pipelines reducing manual data preparation by 28%.,"Analytical data scientist with 10+ years of experience in Matplotlib, A/B Testing, Tableau and statistical modelling.",kaggle_anonymized
RES-0244,Frontend Developer,5,Master's,Diploma in Web Development,Next.js|Cross-browser Compatibility|Redux|Zustand|Vite|Web Animations|SEO|Jest|GitHub|D3.js|CI/CD,,Developed a reusable component library with 32+ components used across 5 products.,"Creative UI engineer with 5+ years of experience crafting pixel-perfect interfaces using Cross-browser Compatibility, Web Animations, Zustand.",kaggle_anonymized
RES-0296,Frontend Developer,7,Associate's,Diploma in Web Development,Webpack|React|GraphQL|Angular|Cross-browser Compatibility|Nuxt.js|Figma|SEO,AWS Cloud Practitioner,"Developed a reusable component library with 13+ components used across 6 products. // Rebuilt company dashboard in Vite, improving load time by 45%.","Passionate frontend engineer with 7 years of hands-on experience in Cross-browser Compatibility, Webpack, React.",public_profile_anonymized
RES-0601,Data Scientist,1,Master's,M.Sc. Data Science,Seaborn|NumPy|A/B Testing|R|Deep Learning|Git|Tableau,,Published research on Natural Language Processing applied to time-series forecasting.,"Data scientist with 1 years transforming raw data into actionable insights using NumPy, Seaborn, Git.",synthetic
RES-0056,Backend Developer,1,Bachelor's,B.E. Software Engineering,NestJS|MongoDB|Spring Boot|Java|REST API|MySQL|gRPC|Microservices|OAuth2|Bash|Unit Testing|API Design,,Built a real-time notification service using MySQL and message queues. // Designed and maintained a high-throughput REST API serving 4k requests/day.,"Backend engineer with 1 years of experience building scalable APIs and microservices using Bash, OAuth2, Spring Boot.",synthetic
RES-0291,Frontend Developer,12,Ph.D.,B.Sc. Computer Science,Redux|Accessibility|Zustand|React|CSS3|Vue.js|Cross-browser Compatibility|Nuxt.js|Next.js|GraphQL|Angular|SEO|D3.js|PWA|Web Animations,,Developed a reusable component library with 33+ components used across 7 products. // Reduced bundle size by 55% through code splitting and lazy loading.,"Creative UI engineer with 12+ years of experience crafting pixel-perfect interfaces using SEO, Next.js, D3.js.",synthetic
RES-0770,DevOps Engineer,6,Ph.D.,B.E. Information Technology,AWS|Site Reliability Engineering|Kubernetes|Infrastructure as Code|Ansible|Azure|GCP|Linux|Bash|GitOps|ELK Stack|Vagrant|Istio|Nginx,,Containerised 7 legacy services with Docker and orchestrated with Kubernetes. // Reduced deployment lead time from 41 days to 5 hours by redesigning CI/CD pipeline. // Improved system uptime to 99.86% SLA through improved monitoring and alerting.,"Reliability-focused DevOps professional with 6+ years of experience in Infrastructure as Code, Nginx, Ansible.",public_profile_anonymized
RES-0085,Backend Developer,4,Bachelor's,B.E. Software Engineering,Azure|AWS|Python|Kubernetes|Spring Boot|Ruby|MySQL|Elasticsearch|Microservices|pytest|GitHub Actions|Terraform,Oracle Java SE,"Led migration of monolith to microservices, reducing deployment time by 48%.","Experienced server-side developer specialising in pytest, MySQL, Ruby with 4 years of professional experience.",public_profile_anonymized
RES-0843,Cloud Architect,8,Master's,M.Sc. Computer Science,AWS|Cloud Security|Terraform|Lambda|Disaster Recovery|Kubernetes|Auto Scaling|VPC|IAM|Helm|CDK|Python|Vault|ArgoCD,Azure Solutions Architect Expert|AWS Solutions Architect Professional,Architected serverless data pipeline processing 21M events/day.,"Senior cloud architect with 8+ years leading enterprise-scale cloud migrations using Lambda, Cloud Security, Python.",public_profile_anonymized
RES-0920,Cloud Architect,9,Master's,M.Sc. Computer Science,Azure|AWS|IAM|Cost Optimisation|Disaster Recovery|Terraform|Docker|Kubernetes|Multi-cloud Strategy|VPC|Auto Scaling|Lambda|Vault|ArgoCD,Azure Solutions Architect Expert,"Established cloud governance framework adopted across 31 business units. // Led cloud migration of 13-service estate to AWS, cutting TCO by 22%.","Solutions architect with 9 years architecting multi-cloud environments with Terraform, ArgoCD, Multi-cloud Strategy.",kaggle_anonymized
RES-0902,Cloud Architect,2,Bootcamp/Certification,M.B.A. Technology Management,Multi-cloud Strategy|Lambda|Serverless|Auto Scaling|Cost Optimisation|Kubernetes|CDK|Ansible,Azure Solutions Architect Expert|AWS Solutions Architect Professional,Architected serverless data pipeline processing 31M events/day. // Established cloud governance framework adopted across 47 business units. // Architected serverless data pipeline processing 29M events/day.,"Solutions architect with 2 years architecting multi-cloud environments with Kubernetes, CDK, Auto Scaling.",synthetic
RES-0717,DevOps Engineer,6,Bachelor's,B.Tech Computer Engineering,Linux|Prometheus|Site Reliability Engineering|Jenkins|Grafana|Bash|Docker|CI/CD|Helm|Terraform|ArgoCD|GitOps|Nginx|Loki|Security Hardening|HAProxy,CKA (Kubernetes),Containerised 2 legacy services with Docker and orchestrated with Kubernetes. // Achieved 32% cost reduction by right-sizing cloud infrastructure on Bash. // Improved system uptime to 99.7% SLA through improved monitoring and alerting.,"DevOps engineer with 6 years automating infrastructure and improving deployment pipelines using Terraform, HAProxy, Helm.",synthetic
RES-0712,DevOps Engineer,11,Ph.D.,B.Tech Computer Engineering,AWS|Bash|Terraform|Python|CI/CD|Helm|Site Reliability Engineering|Infrastructure as Code|Grafana|Linux|GitHub Actions|Nginx|Istio|ArgoCD|Cost Optimisation|HAProxy,AWS DevOps Engineer Professional,Containerised 39 legacy services with Docker and orchestrated with Kubernetes. // Containerised 26 legacy services with Docker and orchestrated with Kubernetes. // Reduced deployment lead time from 25 days to 3 hours by redesigning CI/CD pipeline.,"Reliability-focused DevOps professional with 11+ years of experience in Istio, Python, Helm.",synthetic
RES-0932,Mobile Developer,7,Ph.D.,B.E. Software Engineering,iOS|App Store Deployment|Play Store Deployment|Android|REST API|Accessibility|Unit Testing|Detox|Fastlane|In-App Purchases|MobX,,"Reduced app crash rate from 5% to 0.9% through systematic debugging. // Achieved 57% reduction in app cold-start time through performance profiling. // Integrated offline-first architecture, improving UX in low-connectivity regions.","Mobile developer with 7 years building cross-platform and native apps using REST API, MobX, Accessibility.",synthetic
RES-0040,Backend Developer,6,Master's,B.E. Software Engineering,Go|Spring Boot|Kubernetes|ORM|Redis|PostgreSQL|MySQL|SQL|Microservices|Node.js|FastAPI|Bash|RabbitMQ|OAuth2|Nginx|Terraform,Oracle Java SE,Designed and maintained a high-throughput REST API serving 2k requests/day. // Built a real-time notification service using Microservices and message queues.,"Experienced server-side developer specialising in OAuth2, Node.js, MySQL with 6 years of professional experience.",kaggle_anonymized
RES-0780,DevOps Engineer,6,Associate's,B.Sc. Computer Science,Linux|Azure|GitHub Actions|AWS|Monitoring|Ansible|Grafana|Terraform|GCP|Bash|Docker|Flux|OpenTelemetry,AWS DevOps Engineer Professional|Google Professional DevOps Engineer,Achieved 41% cost reduction by right-sizing cloud infrastructure on Grafana.,"Infrastructure engineer with 6 years designing cloud-native platforms with Bash, Flux, Grafana.",synthetic
RES-0052,Backend Developer,9,Bachelor's,B.Tech Information Technology,Message Queues|Spring Boot|C#|AWS|SQL|Azure|Docker|ORM|NestJS|Nginx|Apache Kafka|API Design|Celery|JWT|Jenkins,MongoDB Associate|Oracle Java SE,"Led migration of monolith to microservices, reducing deployment time by 19%. // Optimised PostgreSQL query performance, cutting average response time by 23%.","Results-driven backend developer with 9+ years designing and maintaining distributed systems in Azure, C#, Celery.",public_profile_anonymized
RES-0463,Full-Stack Developer,1,Ph.D.,B.Tech Computer Engineering,Express.js|TypeScript|GraphQL|CSS3|Git|JavaScript|Node.js|CI/CD|Terraform|Redis|Kubernetes|Linux,,Built an internal tooling dashboard serving 50+ engineering teams. // Built an internal tooling dashboard serving 36+ engineering teams.,"Full-stack engineer with 1+ years building and shipping products with TypeScript, CI/CD, Node.js.",synthetic
RES-0267,Frontend Developer,5,Ph.D.,B.A. Web Design,Responsive Design|JavaScript|Cross-browser Compatibility|GraphQL|Angular|HTML5|Node.js|Chart.js,,"Rebuilt company dashboard in JavaScript, improving load time by 29%. // Developed a reusable component library with 35+ components used across 6 products.","Creative UI engineer with 5+ years of experience crafting pixel-perfect interfaces using Angular, Chart.js, Responsive Design.",synthetic
